system   D            wsystem.c:583  maybe_parent_dir                 [   0.00135] Also searching C:\Users\Raymund\Documents\Game Stuff\2D Game Practice\Allegro Practice\
display  D   display_settings.c:191  debug_display_settings           [   0.34264] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34266] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34268] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34270] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34272] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34274] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34276] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34278] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34279] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34281] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34283] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34285] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34287] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34289] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34290] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34293] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34294] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34296] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34298] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34300] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34302] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34304] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34306] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34308] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34310] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34312] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34313] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34315] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34317] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34319] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34321] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34323] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34324] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34326] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34328] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34330] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34332] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34334] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34336] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34338] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34339] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34341] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34343] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34345] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34347] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34349] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34351] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34353] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34354] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34356] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34358] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34360] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34362] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34364] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34366] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34368] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34370] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34372] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34373] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34375] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34377] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.34379] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34381] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34383] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34385] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34387] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34388] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34390] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34392] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34394] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34396] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34398] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34400] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34402] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.34404] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.34406] Single Buffer requirement not met.
display  W   display_settings.c:654  _al_deduce_color_format          [   0.34417] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:654  _al_deduce_color_format          [   0.34576] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:654  _al_deduce_color_format          [   0.34736] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:654  _al_deduce_color_format          [   0.34892] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:654  _al_deduce_color_format          [   0.35044] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.35202] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.35307] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.35312] Normal window.
d3d      D         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.38684] Creating real fullscreen device
d3d      I         d3d_disp.cpp:588  d3d_create_fullscreen_device     [   2.96958] Fullscreen Direct3D device created.
d3d      I         d3d_disp.cpp:1431 d3d_display_thread_proc          [   2.96964] Real fullscreen device created
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   2.96997] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   2.97010] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   2.97014] Returning d3d_display: 00595C20
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   2.97016] al_display=00595C20
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   2.97018] al_display->vt=00595B58
dtor     D               dtor.c:184  _al_register_destructor          [   3.16775] added dtor for object 00596320, func 0F2F27CF
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20298] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20302] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20303] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20306] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20307] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.20308] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.20309] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.20310] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.20311] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.20313] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.20374] added dtor for object 02638568, func 0F2F25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.20385] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.20386] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22726] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22729] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22730] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22731] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22733] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.22735] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.22736] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.22737] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.22739] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.22740] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.22781] added dtor for object 026376F0, func 0F2F25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.22788] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.22789] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.22851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.22852] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   3.27473] Font ../Assets/Font/DeJaVuSans.ttf loaded with pixel size 0 x 10.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   3.27476]     ascent=9.0, descent=-2.0, height=12.0
dtor     D               dtor.c:184  _al_register_destructor          [   3.27478] added dtor for object 02651AE8, func 0F2F1B63
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   3.27549] Font ../Assets/Font/DeJaVuSans.ttf loaded with pixel size 0 x 76.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   3.27550]     ascent=71.0, descent=-18.0, height=88.0
dtor     D               dtor.c:184  _al_register_destructor          [   3.27552] added dtor for object 026642E8, func 0F2F1B63
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30177] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30180] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30181] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30182] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30183] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30184] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30184] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30185] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.30186] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.30187] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.30188] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.30189] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.30190] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.30275] added dtor for object 026654D8, func 0F2F25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.30365] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.30367] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.31750] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.31754] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36483] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36488] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36490] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36492] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36494] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36496] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36497] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.36499] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.36501] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.36502] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.36504] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.36507] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   3.36583] added dtor for object 026DF748, func 0F2F25BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.36600] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.36603] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.36902] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.36905] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38689] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38705] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38708] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38710] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38711] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38713] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38715] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38716] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   3.38718] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   3.38720] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   3.38721] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   3.38723] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   3.38725] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   3.39265] Glyph 28: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39286] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39289] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.39404] Glyph 18: 5x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39493] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39496] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.39768] Glyph 20: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39784] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39786] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.39837] Glyph 19: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39853] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39857] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39920] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39922] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.39972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.39974] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40048] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40050] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40079] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40082] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40100] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40103] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40154] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40157] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.40178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.40181] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.50237] Glyph 27: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.50241] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.50244] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.50321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.50325] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.50657] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.50661] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.50736] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.50739] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.50757] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.50759] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.50785] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.50788] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.60830] Glyph 26: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.60835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.60837] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.60911] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.60914] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.60980] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.60984] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.61064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.61067] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.61094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.61096] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.61122] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.61124] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.71131] Glyph 25: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71138] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71214] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71218] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71286] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71289] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71371] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71374] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71399] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71401] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.71432] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.71434] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.81530] Glyph 24: 7x9 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.81535] _al_d3d_sync_bitmap (system) ref count == 1
